Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Local Procurement Manager,Full Time,On-site,Green Liner,"10th of Ramadan City, Sharqia",Posted 10 days ago,114,1 open position,10 To 15 Years,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['Logistics', 'Procurement', 'Purchasing', 'Sourcing', 'Supply Chain', 'supply chain management']"
Business Development Specialist - B2B SaaS,Full Time,Hybrid,Pipeline Gurus,"Heliopolis, Cairo",Posted 17 days ago,25,3 open positions,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission",Business Development,"['B2B Sales', 'B2B', 'Business Development', 'Sales', 'SDR', 'Lead Generation', 'Communication skills', 'SaaS B2B', 'Outbound Prospecting', 'Business Administration', 'CRM', 'sales skills', 'Sales Target']"
Senior Accountant,Full Time,Remote,,"Cairo, Egypt",Posted 11 days ago,163,1 open position,4 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'English', 'Microsoft Excel', 'Accounting Software', 'Finance', 'Financial Analysis', 'Financial Management', 'QuickBooks', 'office', 'excel']"
Head of FP & A,Full Time,On-site,,"Cairo, Egypt",Posted 24 days ago,72,1 open position,15 To 17 Years,Manager,Bachelor'S Degree,Confidential,Accounting/Finance,"['Analysis', 'Finance', 'CA', 'CPA', 'CFA', 'Financial Analysis', 'Financial Planning', 'English Fluency']"
Assistant Manager (Fast Food Restaurant),Full Time,On-site,Burger King,"Heliopolis, Cairo",Posted 2 months ago,38,10 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Administration,"['Administration', 'Fast food', 'Food', 'Microsoft Office', 'Office management', 'Secretary', 'English']"
MEP Site Engineer (Construction),Full Time,On-site,LEEDS FIT-OUT,"Sheikh Zayed, Giza",Posted 18 days ago,51,2 open positions,1 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['AutoCAD', 'Construction', 'Electrical', 'Electrical Engineering', 'Mechanical', 'Engineering', 'Mechanical Engineering', 'Mechanical, Electrical, and Plumbing']"
Purchasing Specialist ( Food Retail or Wholesaler ),Full Time,On-site,Ben Soliman,"New Cairo, Cairo",Posted 18 days ago,66,3 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Sales/Retail,"['Suppliers', 'Purchasing', 'Commercial', 'Category Manager']"
Technical Support Agent | English Speaker,Full Time,On-site,Intouch CX,"Maadi, Cairo",Posted 5 days ago,7,30 open positions,1 To 15 Years,Experienced (Non-Manager),Not Specified,Confidential,Customer Service/Support,"['Customer Care', 'Customer Support', 'Customer Service', 'Communication', 'CRM', 'CRM Systems', 'Customer', 'Help desk', 'Information technology', 'Sales', 'Software', 'Support', 'English', 'Support Specialist']"
Call Center Agent - English,Full Time,Remote,BPOHIVE,"Cairo, Egypt",Posted 9 days ago,44,3 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,20000 To 35000 EGP Per Month,Customer Service/Support,"['business', 'Call Center', 'Communication', 'CRM', 'Customer Service', 'Customer Support', 'Sales', 'English', 'Telemarketing']"
Graphic Designer,Internship,Remote,Technooyster (HMA),"Pune, India",Posted 1 month ago,114,1 open position,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Paid,Creative/Design/Art,"['Adobe illustrator', 'Adobe Photoshop', 'Canva', 'Adobe Premiere Pro', 'Aftereffect', 'Graphic Design', 'Video Editing', 'Social Media Post Creation', 'CSS', 'Graphic', 'Design', 'HTML', 'JavaScript', 'Creative']"
Mechanical Sales Engineer - Bahrain/Saudi Arabia,Full Time,Hybrid,,"Riyadh, Saudi Arabia",Posted 1 month ago,40,1 open position,5 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Sales/Retail,"['Sales', 'Mechanical Engineering', 'Pipes', 'Valves', 'Pumps', 'Fittings', 'Firefighting', 'Design', 'Tendering', 'Microsoft Office', 'Consulting Engineering', 'Sales Skills', 'English', 'Engineering', 'Communication', 'Mechanical', 'Management', 'Procurement']"
WordPress &IT - Sheraton,Full Time,On-site,,"Sheraton, Cairo",Posted 6 days ago,38,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,4500 To 6000 EGP Per Month,Creative/Design/Art,"['Development', 'Hosting', 'HTML', 'Information Technology (IT)', 'Web Development', 'WordPress']"
Tour Operator French Speaker,Full Time,On-site,Alliance Travel Egypt,"Hurghada, Red Sea",Posted 1 month ago,15,3 open positions,1 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,15000 To 20000 EGP Per Month,Customer Service/Support,"['Tourism', 'French speaker', 'French', 'Hurghada', 'Travel', 'Customer Service', 'Customer Support', 'Customer Care']"
Electrical Maintenance Engineer,Full Time,On-site,Corona,"6th of October, Giza",Posted 26 days ago,124,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Manufacturing/Production,"['Maintenance Engineer', 'Maintenance', 'Electrical Engineering', 'Automation', 'Siemens']"
Head OF Accounting,Full Time,On-site,Shawerma and sauce,"Cairo, Egypt",Posted 1 month ago,193,1 open position,3 To 6 Years,Manager,Not Specified,Confidential,Accounting/Finance,"['Accounting', 'Food & Beverage', 'accounting data', 'Financial Reports', 'Financial Accounting']"
Fire Protection Engineer,Full Time,On-site,,"Riyadh, Saudi Arabia",Posted 1 month ago,75,2 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['CAD', 'Fire Protection', 'Electrical Engineering', 'FIRE', 'Fire Alarms', 'Fire Fighting', 'Mechanical Engineering', 'Design', 'Engineering', 'Fire', 'Communication', 'Environment', 'Nfpa']"
Senior Full Stack (.Net Developer),Full Time,On-site,qTech.,"Mansoura, Dakahlia",Posted 9 days ago,40,3 open positions,More Than 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['ASP.NET', 'Information Technology (IT)', '.NET', 'jQuery', 'Software Development', 'Computer Science', 'javaScript', 'C#', 'Computer Engineering', 'TFS', 'HTML', 'API', 'REST', 'RPC', 'ASP.NET MVC', 'English', 'ASP', 'Software Engineering']"
Sales & Marketing Executive,Full Time,On-site,MIRAGE,"New Cairo, Cairo",Posted 12 days ago,12,6 open positions,1 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,5000 To 6000 EGP Per Month,Sales/Retail,"['Sales', 'sales skills', 'Sales Target', 'Experience', 'Marketing']"
Manager,Full Time,On-site,Pure Group,"New Cairo, Cairo",Posted 1 month ago,45,5 open positions,6 To 8 Years,Manager,Not Specified,Confidential,Accounting/Finance,"['Business Development', 'Deliverables', 'Consulting', 'Sports', 'Sports Management', 'Sports Consulting', 'Sponsership Strategy', 'Marketing Strategy', 'Strategic Planning', 'International Business Development', 'PMO', 'Project Management', 'Project Management Professional', 'Project Management Institute (PMI)', '', '', '']"
Civil Technical Office Engineer,Full Time,On-site,Master Link For Construction,"New Capital, Cairo",Posted 20 days ago,98,1 open position,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['AutoCAD', 'Civil', 'Civil Engineering', 'Engineering', 'English', 'Microsoft Office', 'technical', 'Technical Office', 'Design', 'TO']"
AP Accountant,Full Time,On-site,LEEDS FIT-OUT,"Sheikh Zayed, Giza",Posted 2 months ago,109,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'AP', 'Finance', 'Financial Analysis', 'excel', 'Financial Accounting']"
AI Engineer,Full Time,Hybrid,NXSVILLE,"Cairo, Egypt",Posted 21 days ago,61,3 open positions,5 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,10000 To 15000 AED Per Month,IT/Software Development,"['AI', 'Computer Science', 'Engineering', 'Information Technology (IT)']"
Denim Trousers Technician,Full Time,On-site,Lufian,"Downtown, Cairo",Posted 2 days ago,Be the First to Apply,,5 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Manufacturing/Production,"['denim', 'Textile', 'Textile Industry', 'Manufacturing', 'Production', 'Engineering', 'Quality Control']"
Android Engineer,Full Time,Remote,Devency,"New Nozha, Cairo",Posted 27 days ago,78,1 open position,3 To 15 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Software Development', 'Engineering', 'Android', 'Android Development', 'Android Application', 'Android SDK', 'Android Programming', 'Android Application Development', 'Agile', 'Kotlin', 'SDK', 'Testing', 'UI']"
Sales Account Manager,Full Time,On-site,Kandil Glass,"Downtown, Cairo",Posted 24 days ago,11,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Hospitality/Hotels/Food Services,"['sales skills', 'Sales', 'account manager']"
Project / Programme Executive,Full Time,Project Management,Rolls-Royce,"Riyadh, Saudi Arabia",Posted 2 days ago,Be the First to Apply,,Not Specified,Not Specified,Not Specified,Confidential,Business Development,"['Project Management', 'Sales', 'Sales Skills', 'Business Development', 'Engineering', 'Sales Target', 'Construction', 'Marketing', 'Microsoft Office', 'Construction Projects', 'Customer Care', 'Customer Service', 'Marketing Planning', 'Marketing Strategies', 'Sales Planning', 'Architecture', 'Business Administration', '', '', '']"
Quality Manager - Home Appliances,Full Time,On-site,Prifix,"Bourj Alarab, Alexandria",Posted 2 months ago,73,1 open position,7 To 15 Years,Manager,Not Specified,Confidential,IT/Software Development,"['Communication', 'Engineering', 'ISO 9001', 'Management', 'Manufacturing', 'ISO', 'quality', 'Quality Assurance', 'Quality Control', 'Quality Management', 'Six Sigma', 'Software', 'Control', 'Leadership', 'Testing']"
Senior Product Specialist,Full Time,Remote,Clini Lab,"Maadi, Cairo",Posted 27 days ago,8,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,17000 To 22000 EGP Per Month,Marketing/PR/Advertising,"['Product', 'sales skills', 'Health Care']"
Poultry Slaughterhouse Manager,Full Time,On-site,,"Ismailia, Ismailia",Posted 27 days ago,18,1 open position,10 To 15 Years,Manager,Bachelor'S Degree,Male,Operations/Management,"['Agricultural science', 'poultry science', 'Sales', 'food technology', 'Poultry', 'quality', 'business', 'Engineering', 'Management']"
HR Specialist,Full Time,On-site,Keys Group Services,"Abu Rawash, Giza",Posted 26 days ago,33,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Human Resources,"['Applicant Tracking', 'Human Resources (HR)', 'Organization Development', 'Recruitment', 'Payroll', 'Personnel']"
Logistics Specialist,Full Time,On-site,(Delta Textile Egypt),"Nasr City, Cairo",Posted 20 days ago,102,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['Logistics', 'Supply Chain', 'Business Administration', 'Management', 'Microsoft Office', 'Procurement', 'Purchasing', 'Supply', 'Operations', 'excel', 'Administration']"
HR Head / HR Manager (Sokhna Plant),Full Time,On-site,FlexFilms Egypt,"Ain Sokhna, Suez",Posted 2 months ago,336,1 open position,10 To 15 Years,Manager,Bachelor'S Degree,Confidential,Human Resources,"['Hr manager', 'Human Resources (HR)', 'Manufacturing', 'Recruitment', 'Selection', 'Personnel', 'Labor Law', 'HR', 'MBA']"
Electric and light current Technician,Full Time,On-site,fame for trading and contracting co.,"Giza, Egypt",Posted 2 months ago,17,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['Fire alarm Access control HVAC Electric panels First Fix', 'Light Current Electric wiring Lighting CCTV Intrusion System']"
Scrum Master,Full Time,Hybrid,Bnaia,"Maadi, Cairo",Posted 25 days ago,34,1 open position,More Than 3 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Agile', 'agile frameworks', 'Scrum Master', 'Testing', 'Computer Science', 'Scrum', 'Software', 'Master', 'XP', 'Information Technology (IT)', 'crystal', 'automated testing', 'JIRA', 'spring Framework', 'Work Planning']"
Scaffolding & Formwork Sales Engineer,Full Time,On-site,Arab Mechanical Engineers,"Nasr City, Cairo",Posted 1 month ago,26,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['AutoCAD', 'Civil Engineering', 'Construction', 'Engineering', 'Formwork', 'Sales', 'Scaffolding', 'Steel']"
Recruitment Specialist,Full Time,On-site,,"6th of October, Giza",Posted 2 months ago,39,1 open position,1 To 20 Years,Experienced (Non-Manager),Not Specified,Confidential,Human Resources,"['Recruitment', 'Human Resources (HR)']"
2 D Animator,Full Time,On-site,Selah ElTelmeez For Publishing & printing,"Obour City, Cairo",Posted 24 days ago,19,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonus & Profit Share",Creative/Design/Art,"['2D', '2D Animation', '2d animator', 'adobe', 'Adobe Animate', 'Animation', 'AutoCAD', 'AutoCAD 2D', 'Communication', 'Engineering', 'Design']"
Warehouse Manager,Full Time,On-site,MasterPET,"10th of Ramadan City, Sharqia",Posted 26 days ago,222,1 open position,7 To 15 Years,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['Communication', 'Logistics', 'KPIs', 'Supply', 'Supply Chain', 'Warehouse', 'Warehousing', 'Warehouse Management', 'Chain Management', 'supply chain management', 'business', 'Management']"
Outfitting Mechanical Engineer,Full Time,On-site,Samcrete Engineers & contractors,"Port Said, Egypt",Posted 1 month ago,6,2 open positions,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['Engineering', 'Manufacturing']"
Quality Feedback,Full Time,On-site,OPPO Egypt,"Nasr City, Cairo",Posted 1 month ago,17,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Customer Service/Support,"['Engineering Services', 'Mobile Maintenance', 'Quality Assurance', 'Technical tests']"
Social Media Moderator,Full Time,On-site,Instascene,"Nasr City, Cairo",Posted 1 month ago,91,6 open positions,1 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Customer Service/Support,"['Communication', 'Skills', 'media', 'Management', 'English', 'Social Media', 'Marketing']"
Assistant Operations Manager,Full Time,On-site,Kasrawy Group,"Sheikh Zayed, Giza",Posted 2 months ago,107,1 open position,10 To 15 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management,"['Management', 'Operations', 'operations manager', 'Sales']"
Customer Service Administrator,Full Time,On-site,ElEzaby Automotive,"6th of October, Giza",Posted 20 days ago,17,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Female,Customer Service/Support,"['Communication', 'CRM', 'CRM Systems', 'CS', 'Customer', 'Customer Care', 'Customer Service', 'Customer Support']"
Technical Office Engineer,Full Time,On-site,KinanCo,"New Cairo, Cairo",Posted 18 days ago,75,1 open position,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['AutoCAD', 'Construction', 'Engineering', 'Project Management', 'shop drawing', 'Tendering', 'Cost Control', 'Revit', 'Software']"
Content Creator Specialist,Full Time,On-site,Lasirena Group,"Maadi, Cairo",Posted 3 days ago,19,1 open position,1 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['English', 'content creator', 'WordPress', 'E-Marketing', 'Social Media', 'Marketing']"
Personnel Section Head,Full Time,On-site,Wadi Group,"Sheikh Zayed, Giza",Posted 1 month ago,138,1 open position,8 Years,Manager,Not Specified,Confidential,Human Resources,"['Human Resources (HR)', 'Personnel', 'Labor', 'Communication', 'English']"
Treasurer,Full Time,On-site,Floortec,"6th of October, Giza",Posted 19 days ago,37,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Male,Accounting/Finance,"['Accounting', 'Commerce', 'Finance', 'Financial', 'Financial Management', 'Treasurer', 'Manufacturing', 'Banking', 'ERP']"
