Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Country
E-Commerce Manager - Hotels,Full Time,on-site,Shams Hotels & Resorts,"Cairo, Egypt",11,54,1,Manager,Bachelor'S Degree,Confidential,Business Development,"['e-commerce', 'e-marketing', 'sales', 'communication', 'commerce', 'finance', 'social media', 'search engine optimization']",both,428,3,,Cairo, Egypt
E-commerce Operations & Website Manager,Full Time,on-site,Not Specified,"New Cairo, Cairo",28,55,1,Manager,Not Specified,Confidential,Business Development,"['business', 'e-commerce', 'english', 'operations', 'financial', 'commerce']",both,428,3,7,New Cairo, Cairo
Electrical Sales Engineer,Full Time,on-site,Not Specified,"Nasr City, Cairo",56,12,2,Experienced (Non-Manager),Bachelor'S Degree,8000 To 12000 EGP Per Month,Business Development,"['lv panel', 'distribution board', 'panel builder', 'electrical engineering', 'communication', 'customer relationship', 'electrical', 'sales', 'sales target', 'sales engineering', 'sales']",both,428,3,5,Nasr City, Cairo
Electrical Sales Engineer/ Projects Sales (Lighting Field ),Full Time,on-site,Pro Light Egypt,"6th of October, Giza",3,1,1,Experienced (Non-Manager),Not Specified,"Confidential, Commission",Business Development,"['electrical engineering', 'lighting', 'sales', 'engineering', 'negotiation', 'led lighting', 'lightroom', 'lightworks', 'lighting design', 'electrical', 'sales']",both,428,5,7,6th of October, Giza
Elevators Sales Executive,Full Time,on-site,Egylifts -مصاعد مصر,"Cairo, Egypt",18,14,2,Experienced (Non-Manager),Bachelor'S Degree,"10000 To 15000 EGP Per Month, Commissions,Bonus & Car Allowance",Business Development,"['communication', 'elevators', 'sales', 'sales target', 'sales', 'communication', 'computer', 'customer service']",both,428,5,10,Cairo, Egypt
Employee Benefits - Account Manager,Full Time,on-site,Allianz,"New Cairo, Cairo",56,31,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['account', 'business', 'employee relations', 'corporate sales', 'general surgery', 'internal medicine', 'sales']",both,428,5,7,New Cairo, Cairo
Executive Director - Development & Engineering,Full Time,on-site,Not Specified,"Cairo, Egypt",10,53,1,"Senior Management (CEO, GM, Director, Head)",Not Specified,120000 To 150000 EGP Per Month,Business Development,"['design', 'marketing', 'sales', 'administration']",both,428,12,20,Cairo, Egypt
Executive Operations Coordinator,Full Time,on-site,1UP Nova,"Shorouk City, Cairo",28,24,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commisions, Bonus, Paid Time Off And More",Business Development,"['assitant', 'fast learner', 'problem solver', 'highly organized', 'social media', 'calendar', 'email', 'problem-solving', 'detail-oriented', 'digital marketing', 'startups', 'media & entertainment']",both,428,2,,Shorouk City, Cairo
Executive Sales Representative,Full Time,on-site,Mannasat Egypt,"Hadayek Alahram, Giza",15,15,5,Experienced (Non-Manager),Bachelor'S Degree,"10000 To 30000 EGP Per Month, Bonus Commission",Business Development,"['sales', 'executive', 'business', 'business development', 'communication', 'communication', 'customer relationship', 'customer service', 'english', 'sales', 'sales target', 'software']",both,428,3,7,Hadayek Alahram, Giza
Expert Engagement Lead,Full Time,on-site,Sprints.ai,"Maadi, Cairo",56,9,1,Manager,Not Specified,Confidential,Business Development,"['business development', 'customer care', 'customer service', 'customer support', 'sales']",both,428,5,7,Maadi, Cairo
Export Manager (International Sales),Full Time,on-site,MY WAY,"Obour City, Cairo",24,63,1,Manager,Bachelor'S Degree,"Confidential, Yearly Bonus. Private Medical Insurance. Transportation",Business Development,"['sales', 'export', 'export', 'communication', 'international business development']",both,428,8,,Obour City, Cairo
Export Sales,Full Time,on-site,Outservingplus,"New Nozha, Cairo",3,8,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['export', 'logistics', 'sales', 'english', 'sales']",both,428,2,3,New Nozha, Cairo
Export Sales Manager,Full Time,on-site,El Tawheed For Advanced Industries ( sparkle shampoo),"Sheraton, Cairo",25,74,1,Manager,Bachelor'S Degree,Confidential,Business Development,"['fast-moving consumer goods', 'sales', 'export', 'customer service', 'sales target', 'communication']",both,428,7,15,Sheraton, Cairo
Export Sales Manager (Agriculture Products),Full Time,on-site,Elganaini,"Maadi, Cairo",10,34,1,Manager,Bachelor'S Degree,Confidential,Business Development,"['business', 'business administration', 'administration', 'communication', 'marketing', 'sales', 'sales target', 'sales', 'english', 'communication', 'export sales', 'export', 'export development', 'import / export', 'export promotion', 'international business development']",both,428,7,12,Maadi, Cairo
Export Sales Manager (Fresh Fruits/Vegetables),Full Time,on-site,First Choice,"6th of October, Giza",56,38,3,Manager,Bachelor'S Degree,Confidential,Business Development,"['export sales', 'export', 'export development', 'sales plan', 'sales manager', 'administration', 'business', 'business administration', 'sales', 'sales', 'sales target']",both,428,5,,6th of October, Giza
Export Sales Specialist,Part Time,on-site,Lansheng Paper Company,"Nasr City, Cairo",28,24,2,Experienced (Non-Manager),Bachelor'S Degree,,Business Development,"['export sales', 'export', 'sales target', 'sales', 'negotiation', 'communication', 'customer service', 'english', 'industry', 'sales']",Female,428,3,5,Nasr City, Cairo
Export Sales Specialist,Full Time,on-site,Target for Chemicals industry and trade,"Bourj Alarab, Alexandria",28,41,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Business Development,"['export', 'export sales', 'english', 'microsoft', 'negotiation', 'communication', 'customer service', 'logistics', 'supply chain', 'business administration', 'sales', 'manufacturing industry', 'chemical sales', 'sales', 'business', 'administration']",Male,428,1,3,Bourj Alarab, Alexandria
Export Specialist,Full Time,on-site,El Tawheed For Advanced Industries ( sparkle shampoo),"Sheraton, Cairo",25,36,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['export', 'export sales', 'fast-moving consumer goods', 'supply chain', 'sales', 'english', 'logistics', 'microsoft', 'customer service', 'african markets']",both,428,3,7,Sheraton, Cairo
FMCG Sales Manager,Full Time,on-site,Tawakol for Investment and Development (TID),"Cairo, Egypt",28,12,1,Experienced (Non-Manager),Bachelor'S Degree,"13000 To 15000 EGP Per Month, Bonuses Based On KPI Achievement",Business Development,"['marketing', 'sales', 'fmcg sales', 'indoor sales', 'customer relations', 'customer satisfaction', 'sales', 'sales target', 'fmcg marketing', 'food & beverage', 'functional food', 'superfood', 'horeca', 'fast-moving consumer goods', 'sales planning']",both,428,2,4,Cairo, Egypt
Field Sales / Outdoor Sales / Account Executive / Account Manager,Full Time,on-site,SMSA EXPRESS,"Dokki, Giza",25,55,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Incintive Scheme",Business Development,"['sales', 'negotiation', 'sales', 'sales target', 'shipping', 'communication', 'business development', 'outdoor sales', 'sales', 'target', 'fcl shipping', 'lcl shipping', 'courier', 'express']",both,428,2,3,Dokki, Giza
Field Sales Executive,Full Time,on-site,EgyptExpress,"Cairo, Egypt",56,76,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['logistics', 'sales', 'sales target', 'creative', 'customer', 'customer service', 'industry', 'negotiation', 'sales']",both,428,2,4,Cairo, Egypt
Fluent Sales Agent,Full Time,on-site,Megatrade Misr,"Maadi, Cairo",56,6,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Business Development,"['sales', 'sales', 'customer service', 'sales target']",Female,428,1,5,Maadi, Cairo
Flutter Software Developer,Full Time,on-site,Not Specified,"6th of October, Giza",18,198,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, • Competitive Salary • Medical Insurance • Social Insurance",Business Development,"['computer science', 'design', 'development', 'html', 'information technology (it)', 'software development', 'software engineering', 'software', 'oop', 'jquery', 'javascript', 'css', 'flutter', 'flutter software developer']",both,428,2,5,6th of October, Giza
Fresh Property Advisor,Full Time,on-site,The Address Investments for Real Estate Consultancy,"New Cairo, Cairo",56,21,6,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Business Development,"['property advisor', 'sales', 'real estate', 'sales', 'sales target', 'advisor', 'property']",both,428,0,4,New Cairo, Cairo
Fresh Real Estate Sales Agent,Full Time,on-site,The Address Investments for Real Estate Consultancy,"New Cairo, Cairo",5,22,20,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Business Development,"['sales', 'sales', 'outdoor sales', 'customer service', 'real estate', 'sales target', 'marketing', 'market research', 'customer service', 'property sales', 'brokerage', 'broker', 'real estate sales', 'sales agent', 'communication', 'negotiation', 'new cairo', 'telesales', 'direct sales']",both,428,0,1,New Cairo, Cairo
Front-End Developer (Angular),Full Time,on-site,WANAGG,"Cairo, Egypt",2,74,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['angular', 'computer science', 'developer', 'front-end developer', 'information technology (it)', 'software development']",both,428,1,3,Cairo, Egypt
German Digital Marketing/Business development -internship,Internship,on-site,Nahr Development,"Bolkly, Alexandria",56,30,1,Student (Undergrad / Postgrad),Not Specified,Paid,Business Development,"['business development', 'communication', 'digital marketing', 'german']",both,428,,,Bolkly, Alexandria
Graduate Trainee,Full Time,on-site,Curacel,"Lagos, Nigeria",12,19,4,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Business Development,"['communication', 'google workspace', 'problem solving', 'artificial intelligence (ai)', 'machine learning', 'collaboration', 'adaptability']",both,428,1,2,Lagos, Nigeria
Grants Manager,Full Time,on-site,Misr Elkheir Foundation,"Mokattam, Cairo",9,11,1,Manager,Not Specified,Confidential,Business Development,"['fundraising', 'business development', 'economics', 'project', 'development']",both,428,7,10,Mokattam, Cairo
Group Accounts Director (Marketing Agencies Background is a MUST),Full Time,on-site,Influence Communication,"Maadi, Cairo",56,32,1,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,"Confidential, - Quarter & Annual Bonus - Medical & Social Insurance - Career Development - Work From Home - Flexible Working Hours - Financial Benefits",Business Development,"['operations', 'marketing', 'operations', 'communication', 'sales', 'account', 'client relations', 'public relations (pr)', 'business administration', 'advertising', 'agency', 'digital marketing', 'leadership', 'client relationships', 'client relationship']",both,428,10,12,Maadi, Cairo
Growth Marketing Internship,Internship,on-site,Osolutions,"Nasr City, Cairo",28,72,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,3000 To 5000 EGP Per Month,Business Development,"['digital marketing', 'digital', 'communication', 'business development', 'social media', 'marketing', 'analysis', 'growth hacking', 'business administration', 'english', 'internship', 'e-marketing', 'sales']",both,428,0,1,Nasr City, Cairo
Growth Specialist,Full Time,on-site,Sky Distribution,"Sheikh Zayed, Giza",14,7,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Business Development,"['business development', 'e-marketing', 'growth', 'market research', 'marketing']",both,428,1,3,Sheikh Zayed, Giza
Growth Specialist,Full Time,on-site,Sky Distribution,"Sheikh Zayed, Giza",13,7,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Business Development,"['business development', 'e-marketing', 'growth', 'market research', 'marketing']",both,428,1,3,Sheikh Zayed, Giza
"HCC's ""Leadership Internship Program – Real Estate Sales Consultant""",Internship,on-site,Health Care Company,"New Cairo, Cairo",4,23,2,Entry Level (Junior Level / Fresh Grad),Not Specified,"7000 To 10000 EGP Per Month, Paid Internship - Real Estate Sales Consultant.",Business Development,"['internship', 'sales', 'business development', 'leadership', 'paid internship', 'real estate sales', 'real estate']",both,428,,,New Cairo, Cairo
HRO Sales Lead,Full Time,on-site,Raya Customer Experience,"6th of October, Giza",56,8,1,Experienced (Non-Manager),Not Specified,Confidential,Business Development,"['sales', 'sales', 'hro', 'lead generation']",both,428,3,7,6th of October, Giza
IT Sales Account Manager,Full Time,on-site,Connectra,"Cairo, Egypt",28,24,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['it sales', 'sales', 'sales target', 'negotiation', 'customer relationship', 'microsoft', 'communication', 'english', 'information technology', 'customer service', 'sales']",both,428,2,4,Cairo, Egypt
