Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Country,Applicant_per_position
Accountant,Internship,on-site,International Organization for E-Tourism Industry IOETI,"Maadi, Cairo",12,95,4,Entry Level (Junior Level / Fresh Grad),Not Specified,"4000 To 4500 EGP Per Month, Fixed Salary+ Commission+ Social Insurance",Accounting/Finance,"['accounting', 'finance', 'accountant', 'financial analysis', 'financial', 'excel']",both,901,0,1,Maadi, Cairo,23
Accountant,Full Time,on-site,Sprints.ai,"Maadi, Cairo",56,209,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounts payable', 'communication', 'certified public accountant', 'microsoft excel', 'financial reporting', 'financial', 'accounting', 'tax', 'reporting', 'financial analysis']",both,901,4,6,Maadi, Cairo,209
Accountant,Full Time,on-site,Masr International Paper,"Obour City, Cairo",11,61,1,Experienced (Non-Manager),Bachelor'S Degree,"7000 To 20000 EGP Per Month, Stock Options Available",Accounting/Finance,"['accounting', 'customer relationship', 'english', 'arabic', 'tax', 'financial', 'software', 'finance', 'financial analysis', 'computer']",both,901,2,10,Obour City, Cairo,61
Accountant,Full Time,on-site,International Business Systems I.B.S.,"Mokattam, Cairo",56,86,1,Experienced (Non-Manager),Not Specified,12000 To 15000 EGP Per Month,Accounting/Finance,"['accounting', 'accounting software', 'certified accountant', 'certified public accountant', 'excel', 'finance', 'gaap', 'general ledger', 'sap']",both,901,3,6,Mokattam, Cairo,86
Accountant,Full Time,on-site,Outservingplus,"Cairo, Egypt",10,61,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'accounting software', 'finance', 'financial analysis', 'financial']",both,901,1,2,Cairo, Egypt,61
Accountant,Full Time,on-site,Not Specified,"New Cairo, Cairo",28,69,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'excel', 'finance', 'financial', 'microsoft excel', 'quickbooks', 'sap', 'accounting software', 'financial analysis', 'gaap', 'ifrs', 'tax']",both,901,2,6,New Cairo, Cairo,69
Accountant,Full Time,on-site,Masr International Paper,"Obour City, Cairo",10,61,1,Experienced (Non-Manager),Bachelor'S Degree,"7000 To 20000 EGP Per Month, Stock Options Available",Accounting/Finance,"['accounting', 'customer relationship', 'english', 'arabic', 'tax', 'financial', 'software', 'finance', 'financial analysis', 'computer']",both,901,2,10,Obour City, Cairo,61
Accountant,Full Time,on-site,Outservingplus,"Cairo, Egypt",10,60,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'accounting software', 'finance', 'financial analysis', 'financial']",both,901,1,2,Cairo, Egypt,60
Accountant,Full Time,on-site,INDEVCO,"6th of October, Giza",28,96,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial analysis', 'financial', 'accountant', 'manufacturing']",both,901,3,5,6th of October, Giza,96
Accountant,Full Time,on-site,Nile Mep Contracting,"Shorouk City, Cairo",11,45,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'excel', 'finance', 'certified accountant', 'certified public accountant', 'financial analysis', 'financial', 'gaap', 'general ledger']",both,901,4,7,Shorouk City, Cairo,45
Accountant,Full Time,on-site,North point,"Haram, Giza",28,66,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'accountant', 'finance', 'financial analysis', 'financial', 'financial', 'accounting principles']",both,901,1,3,Haram, Giza,66
Accountant,Part Time,on-site,Tag El Din Pharmacies,"Heliopolis, Cairo",28,109,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'excel', 'pharmacy', 'finance', 'financial analysis', 'financial', 'gaap', 'general ledger', 'microsoft excel', 'certified public accountant', 'certified accountant', 'accounting software']",both,901,2,3,Heliopolis, Cairo,109
Accountant,Full Time,on-site,PRO-TEC Egypt,"Sheraton, Cairo",28,55,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonus",Accounting/Finance,"['accounting', 'finance', 'financial analysis', 'financial', 'commerce', 'microsoft word', 'accounting software', 'english', 'reporting', 'budget', 'software', 'excel', 'communication']",both,901,2,5,Sheraton, Cairo,55
Accountant,Full Time,on-site,Summit Education & Training Consultation Global,"Jeddah, Saudi Arabia",4,94,1,Experienced (Non-Manager),Bachelor'S Degree,8000 To 12000 GBP Per Month,Accounting/Finance,"['accounting', 'finance', 'financial analysis', 'financial', 'accounting software', 'certified accountant', 'certified public accountant', 'excel', 'gaap', 'general ledger', 'microsoft excel', 'ms']",both,901,5,20,Jeddah, Saudi Arabia,94
Accountant,Full Time,on-site,Injaz Digital,"Nasr City, Cairo",27,38,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial', 'pivot']",both,901,2,3,Nasr City, Cairo,38
Accountant,Full Time,on-site,Prestamo for financial services,"Nasr City, Cairo",10,55,1,Experienced (Non-Manager),Bachelor'S Degree,8000 To 10000 EGP Per Month,Accounting/Finance,"['accounting', 'finance', 'financial analysis']",both,901,2,3,Nasr City, Cairo,55
Accountant,Full Time,on-site,Leverage,"Maadi, Cairo",56,107,2,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Bonus Scheme, Medical Insurance & Other Benefits According To Company Policy",Accounting/Finance,"['strong communication', 'accounting', 'excel', 'general ledger', 'accounting software', 'odoo erp']",both,901,0,2,Maadi, Cairo,53
Accountant,Full Time,on-site,SMART Furniture,"10th of Ramadan City, Sharqia",56,69,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial', 'financial analysis']",both,901,2,5,10th of Ramadan City, Sharqia,69
Accountant,Full Time,on-site,Mr. Tailor,"Maadi, Cairo",56,113,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'excel', 'financial analysis', 'word', 'microsoft', 'finance', 'general ledger', 'fashion retail']",both,901,1,3,Maadi, Cairo,113
Accountant,Full Time,on-site,ACO-Construction,"6th of October, Giza",4,47,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounts receivable', 'treasury accounting', 'construction']",both,901,3,6,6th of October, Giza,47
Accountant,Full Time,on-site,Prosoft Information Systems,"Smart Village, Giza",28,128,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'english', 'enterprise resource planning', 'erp system', 'finance', 'communication', 'computer', 'business']",both,901,1,2,Smart Village, Giza,128
Accountant,Full Time,on-site,Al Ateeq Software,"Nozha, Cairo",2,22,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial', 'financial analysis', 'excel', 'accounting software', 'general ledger']",both,901,4,5,Nozha, Cairo,22
Accountant,Full Time,on-site,AssureNet,"New Cairo, Cairo",9,145,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accountant', 'financial reporting', 'quickbooks', 'general ledger', 'finance', 'quick books', 'accounting', 'accuracy', 'business', 'english', 'financial analysis', 'financial', 'software']",both,901,1,3,New Cairo, Cairo,145
Accountant,Full Time,on-site,AlGammal Contracting,"Katameya, Cairo",4,99,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accountant', 'accounting', 'accounting principles', 'excel', 'finance', 'financial analysis', 'financial', 'gaap', 'ms', 'microsoft excel', 'pivot', 'pivot tables']",both,901,1,3,Katameya, Cairo,49
Accountant,Full Time,on-site,Cairo Consult,"Sheraton, Cairo",23,96,1,Experienced (Non-Manager),Not Specified,"Confidential, Now, The Salary Section Indicates It Will Be Discussed Based On Experience.",Accounting/Finance,"['accounting', 'english', 'finance', 'microsoft excel']",both,901,2,4,Sheraton, Cairo,96
Accountant,Full Time,on-site,OPEX Egypt,"New Cairo, Cairo",56,208,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting software', 'enterprise resource planning', 'excel', 'accounting', 'finance', 'communication', 'financial', 'financial analysis', 'financial', 'microsoft excel', 'software']",both,901,3,4,New Cairo, Cairo,208
Accountant,Full Time,on-site,BTC-Egypt Gold,"New Cairo, Cairo",25,127,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['excel', 'finance', 'travel', 'accounting', 'microsoft excel', 'ms']",both,901,2,4,New Cairo, Cairo,127
Accountant,Full Time,on-site,International Medical Service Center,"Mansoura, Dakahlia",14,30,1,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['accounting', 'accounting procedures', 'accounting software', 'analytical', 'excel', 'finance', 'financial', 'financial analysis', 'financial', 'microsoft', 'software']",Male,901,2,3,Mansoura, Dakahlia,30
Accountant,Full Time,on-site,Not Specified,"Al Fujayrah, United Arab Emirates",56,254,1,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['accounting', 'accounting software', 'zoho', 'certified accountant', 'certified public accountant', 'excel', 'finance', 'financial analysis', 'financial', 'gaap', 'general ledger', 'microsoft excel']",Males Preferred,901,2,6,Al Fujayrah, United Arab Emirates,254
Accountant,Full Time,on-site,Matrix for Electrical Construction,"Maadi, Cairo",23,87,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,7000 To 9000 EGP Per Month,Accounting/Finance,"['accounting', 'finance', 'financial analysis', 'accounting software', 'excel', 'financial', 'certified accountant', 'certified public accountant', 'gaap', 'general ledger', 'ms', 'microsoft excel']",both,901,1,3,Maadi, Cairo,87
Accountant,Full Time,on-site,Country Stone,"Badr City, Cairo",11,20,1,Experienced (Non-Manager),Not Specified,"10000 To 12000 EGP Per Month, Transfer Allowance",Accounting/Finance,"['accountant', 'accounting']",both,901,3,10,Badr City, Cairo,20
Accountant,Full Time,on-site,Egypt Assistance,"Heliopolis, Cairo",4,105,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'microsoft excel', 'finance', 'financial analysis', 'financial', 'english']",both,901,3,5,Heliopolis, Cairo,105
Accountant,Full Time,on-site,Domain,"Nasr City, Cairo",20,170,1,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['finance', 'communication', 'excel', 'financial analysis', 'microsoft', 'accounting']",Females Preferred,901,1,3,Nasr City, Cairo,170
Accountant,Full Time,on-site,Power Solutions,"6th of October, Giza",16,67,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'finance', 'collection', 'petty cash', 'supply chain', 'financial', 'general accounting', 'commerce', 'book keeping', 'customer service', 'customer support', 'english', 'financial analysis', 'communication', 'microsoft', 'communication', 'microsoft']",both,901,1,3,6th of October, Giza,67
Accountant,Full Time,on-site,Not Specified,"Haram, Giza",56,79,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['financial accounting', 'accountant', 'accounting', 'accounting software', 'financial analysis', 'finance', 'financial']",both,901,3,5,Haram, Giza,79
Accountant,Full Time,on-site,Square Engineering Firm,"Madinaty, Cairo",28,77,2,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'construction', 'cost accounting', 'cost', 'finance', 'financial', 'reporting']",both,901,5,8,Madinaty, Cairo,38
Accountant,Full Time,on-site,East Pack,"6th of October, Giza",56,125,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Medical Insurance Transportation Social Insurance",Accounting/Finance,"['accounting', 'finance', 'general ledger', 'microsoft excel', 'accounting software', 'analytical', 'excel', 'financial analysis', 'financial', 'ms', 'gaap', 'software']",both,901,3,5,6th of October, Giza,62
Accountant,Full Time,on-site,Nassar Group,"Qanater Khairya, Qalubia",56,26,5,Experienced (Non-Manager),Not Specified,"Confidential, Working Time: From 8:00 Am Till 5:00 Pm Working Days: Saturday Till Thursday",Accounting/Finance,"['accounting', 'payable accounting', 'treasury accounting', 'accounts receivable', 'accounting reports', 'cost accounting', 'accounts payable']",both,901,4,5,Qanater Khairya, Qalubia,5
Accountant,Full Time,on-site,IVEC Contracting,"New Cairo, Cairo",24,114,1,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['accounting', 'accounting software', 'odoo', 'microsoft excel', 'financial', 'financial analysis', 'finance', 'contracting', 'excel', 'analytical', 'financial', 'software']",Male,901,2,,New Cairo, Cairo,114
Accountant,Full Time,on-site,Boghdadya group,"Cairo, Egypt",56,54,20,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['finance', 'accounting']",Male,901,2,4,Cairo, Egypt,2
Accountant,Full Time,on-site,Marseilia,"Sidi Gaber, Alexandria",56,291,1,Experienced (Non-Manager),Not Specified,"Confidential, E.G. Commissions &Bonuses",Accounting/Finance,"['accounting', 'accounting software', 'excel', 'finance', 'financial analysis', 'financial', 'microsoft excel', 'ms']",both,901,2,3,Sidi Gaber, Alexandria,291
Accountant,Full Time,on-site,Not Specified,"Gharbia, Egypt",56,18,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial analysis', 'microsoft excel', 'financial']",both,901,7,10,Gharbia, Egypt,18
Accountant,Full Time,on-site,ACTECH,"Riyadh, Saudi Arabia",24,332,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'financial', 'erp system', 'odoo', 'excel', 'finance', 'microsoft excel']",both,901,3,6,Riyadh, Saudi Arabia,332
Accountant,Full Time,on-site,Act Corporate Services,"Rehab City, Cairo",28,61,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'financial accounting', 'accounts reconciliation', 'arabic', 'audit', 'communication', 'excel', 'finance', 'financial analysis', 'financial']",both,901,3,5,Rehab City, Cairo,30
Accountant,Full Time,on-site,Continental Tours,"Garden City, Cairo",28,53,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accountant', 'accounting', 'finance', 'microsoft excel', 'general ledger', 'travel', 'travel', 'certified accountant', 'certified public accountant', 'financial analysis', 'financial', 'gaap']",both,901,2,4,Garden City, Cairo,53
Accountant,Full Time,on-site,The Pharaonic Village,"Giza, Giza",56,108,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'financial analysis', 'financial', 'finance', 'commerce', 'microsoft']",both,901,1,2,Giza, Giza,108
Accountant,Full Time,on-site,Not Specified,"New Damietta, Damietta",56,15,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['financial accounting', 'accounts payable', 'treasury accounting', 'accounting', 'accounting software', 'analytical', 'excel', 'finance', 'financial analysis', 'financial', 'general ledger', 'ledger', 'oddo', 'software']",both,901,3,5,New Damietta, Damietta,7
Accountant,Full Time,on-site,Not Specified,"Maadi, Cairo",28,94,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Quarterly Bounce",Accounting/Finance,"['accounting', 'tax accounting', 'finance', 'accounting software', 'certified accountant', 'certified public accountant', 'financial analysis', 'financial', 'general ledger', 'gaap', 'excel']",both,901,1,3,Maadi, Cairo,94
Accountant,Full Time,on-site,EGYGAB Developments,"Shorouk City, Cairo",16,85,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accountant', 'accounting', 'finance', 'financial analysis', 'financial', 'ledger', 'general ledger', 'microsoft excel']",both,901,2,4,Shorouk City, Cairo,85
Accountant,Full Time,on-site,Formula Onederful,"Mohandessin, Giza",9,101,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['finance', 'accounting software', 'financial analysis', 'bookkeeping', 'payroll', 'accounting', 'excel', 'financial', 'financial', 'financial reporting', 'reporting', 'accountant']",both,901,4,7,Mohandessin, Giza,101
Accountant,Full Time,on-site,Not Specified,"Cairo, Egypt",18,111,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['excel', 'ifrs', 'accounting', 'finance', 'financial analysis', 'financial', 'general ledger', 'gaap', 'microsoft excel', 'accounting software']",both,901,0,2,Cairo, Egypt,111
