Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Medical Sales Representative,Full Time,On-site,Axiom Pharma,"6th of October, Giza",Posted 1 month ago,5,1 open position,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,8000 To 15000 EGP Per Month,Medical/Healthcare,"['sales skills', 'Sales', 'Sales Target', 'Customer Service']"
Senior Real Estate Analyst – Land Valuation,Full Time,Remote,Higher Ground Land Company,"Cairo, Egypt",Posted 1 month ago,18,1 open position,More Than 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"700 To 1200 USD Per Month, Pay: $5-7/Hr (Based On Experience)",Analyst/Research,"['Real Estate', 'Data Analysis', 'Valuation', 'Research Analysis', 'Business Analysis', 'Business Systems']"
Customer Care Representative - Alexandria,Full Time,Hybrid,,"Alexandria, Egypt",Posted 1 month ago,20,30 open positions,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"11000 To 14000 EGP Per Month, Laptop/PC Provided From The Company + Internet Allowance. Transportation Provided For Site Visits.",Customer Service/Support,"['Call Center', 'Customer Service', 'Customer Care', 'Customer Support', 'English', 'Communication skills', 'Call Centre', 'Communication', 'c1', 'UK', 'Technical Support', 'hybird vacancy', 'hybird Job', 'Fluent in English', 'Skills']"
System Engineer,Full Time,Remote,Ewa,"Cairo, Egypt",Posted 2 months ago,99,1 open position,5 To 8 Years,Experienced (Non-Manager),Not Specified,Confidential,Installation/Maintenance/Repair,"['Computer Engineering', 'business', 'Computer Science', 'Diagnose', 'Engineering', 'Information Technology (IT)', 'system', 'technical', 'TO', 'HPE']"
Senior Sales Engineer,Full Time,On-site,"PETROLEUM PROJECTS,PPS","Maadi, Cairo",Posted 3 days ago,32,1 open position,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Sales/Retail,"['Engineering', 'Sales', 'Skills', 'business', 'Oil Field', 'MS Office', 'Communication skills', 'Technical Sales', 'Business Development']"
Sales Specialist (Legal Corporate Services),Full Time,On-site,,"Nasr City, Cairo",Posted 2 months ago,25,1 open position,3 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,8000 To 12000 EGP Per Month,Business Development,"['business', 'Business Development', 'Sales', 'Administration', 'Business Administration', 'Communication', 'CRM', 'English', 'sales skills', 'Sales Target']"
Senior Mechanical Maintenance Engineer,Full Time,On-site,Elsewedy industries,"Ain Sokhna, Suez",Posted 20 days ago,95,2 open positions,3 To 7 Years,Manager,Bachelor'S Degree,Confidential,Installation/Maintenance/Repair,"['Maintenance', 'Maintenance Engineering', 'Mechanical', 'Mechanical Engineering', 'Engineering']"
Secretary,Full Time,On-site,valley trade,"Heliopolis, Cairo",Posted 7 days ago,106,1 open position,0 To 1 Year,Experienced (Non-Manager),Not Specified,6500 To 7000 EGP Per Month,Medical/Healthcare,"['administrative', 'Management', 'Communication']"
Security Manager ( Resort Experience ),Full Time,On-site,,"Ras Sedr, South Sinai",Posted 26 days ago,207,1 open position,More Than 2 Years,Manager,Not Specified,Confidential,Administration,"['Security', 'Legal', 'Hotels', 'Resorts', 'Military', 'Civil', 'Risk Management', 'Firefighting']"
Media buyer,Part Time,Remote,7tec,"Cairo, Egypt",Posted 21 days ago,70,1 open position,More Than 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Buyer', 'Communication', 'Advertising', 'Planning', 'Digital', 'Digital Marketing', 'digital media', 'Marketing', 'Media Buyer', 'Social Media', 'Ads', 'campaigns', 'digital marketing', 'media', 'Media Buying']"
Finance Senior Executive - New Cairo,Full Time,On-site,VFS Global Egypt,"New Cairo, Cairo",Posted 1 month ago,54,2 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Transportation Allowance",Accounting/Finance,"['Accounting', 'excel', 'Finance', 'Financial Analysis', 'Microsoft Office', 'SAP', 'Tax']"
Social Media Strategist,Full Time,Hybrid,ByGrit,"New Cairo, Cairo",Posted 1 month ago,38,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Marketing/PR/Advertising,"['Communication', 'E-Marketing', 'Marketing', 'Social Media', 'social media strategist', 'social', 'SEO', 'media', 'Content', 'Brand', 'Web Design', 'Design']"
Sales & Marketing Executive,Full Time,On-site,Yassinco for trading and SUpplies,"Cairo, Egypt",Posted 15 days ago,10,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Female,Customer Service/Support,"['Sales', 'sales skills', 'CRM', 'Market Research', 'Marketing', 'media', 'Sales Target', 'Social Media', 'Business Administration']"
Technical Office Engineer,Full Time,Remote,Artal Egypt,"New Cairo, Cairo",Posted 1 month ago,89,3 open positions,4 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Other,"['Technical Office', 'Technical Office Engineering', 'Civil Engineering', 'Microsoft Office', 'Primavera', 'Drawing Tools', 'Cost Control', 'Drawing', 'Engineering', 'AutoCAD', 'Technical', 'TO', 'Skills', 'Microsoft Project', 'Microsoft', 'Civil']"
Sales & Export Manager (Lime Products),Full Time,On-site,,"Sheikh Zayed, Giza",Posted 10 days ago,73,1 open position,10 To 15 Years,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['Export Sales', 'Export', 'Export Development']"
Receptionist,Full Time,On-site,(kabbani furniture),"New Cairo, Cairo",Posted 2 months ago,89,2 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,10000 To 15000 EGP Per Month,Administration,"['Front Office', 'Microsoft Office', 'Office management', 'Skills', 'Admin']"
Services Sales SR. Engineer \ Electrical LV- MV Retrofits & Installations,Full Time,On-site,,"Cairo, Egypt",Posted 2 months ago,11,1 open position,4 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Sales/Retail,"['Electrical Engineering', 'lv', 'MV', 'Engineering', 'Sales']"
Representative,Full Time,On-site,,"Dar Alsalam, Cairo",Posted 1 month ago,Be the First to Apply,,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Male,Installation/Maintenance/Repair,"['representative', 'Printing', 'Printers', 'Printer', 'Customer Service', 'sales skills', 'Sales']"
Sales Executive (Marsa Alam) (Outdoor-B2B-HORECA),Full Time,On-site,Fine Hygienic Holding,"South Sinai, Egypt",Posted 20 days ago,Be the First to Apply,,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Business Development,"['business', 'Business Administration', 'Business Development', 'computer', 'Administration', 'Customer Service', 'English', 'Experience', 'Sales', 'sales skills', 'Skills', 'Computer Skills', 'Sales Target', 'Outdoor Sales', 'Hotel Management']"
Motion Graphic Designer,Full Time,On-site,proleaders,"Abu Qir, Alexandria",Posted 1 month ago,14,1 open position,More Than 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['Design', 'Graphic Design', 'Video Making', 'Motion Graphics', 'Video Editing', 'Adobe Photoshop', 'Adobe After Effects', 'Adobe Illustrator', 'Cinema 4D', 'Audio Editing', 'Adobe Premiere', 'Adobe Audition', '3D', 'Online Campaigns', 'Marketing', 'Advertising', 'Character Masking', 'photoshop', 'illustrator', '', '', '']"
Executive Director - Development & Engineering,Full Time,On-site,,"Cairo, Egypt",Posted 10 days ago,53,1 open position,12 To 20 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,120000 To 150000 EGP Per Month,Business Development,"['Design', 'Marketing', 'Sales', 'Administration']"
Software Project Manager,Full Time,On-site,Astra Tech Company,"Maadi, Cairo",Posted 2 months ago,110,1 open position,4 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Communication', 'Computer Science', 'Development', 'Engineering', 'Information Technology (IT)', 'Management', 'Project Management', 'Software', 'Software Development', 'Software Engineering', 'backend developer', 'full stack developer', 'Project']"
Debt Collector,Full Time,On-site,ايه اس كولكشن,"Maadi, Cairo",Posted 25 days ago,13,9 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Customer Service/Support,"['Debt Collection', 'Collection Specialist', 'Payment Negotiation', 'Accounts Recovery', 'Customer Service', 'Negotiation Skills', 'Phone Communication', 'Payment Follow-up', 'Repayment Scheduling', 'Field Collection', 'Loans & Financing', 'Financial Reporting', 'Overdue Payments', 'Work Under Pressure', 'Collection Strategies']"
Production Shift Engineer,Full Time,On-site,INTERPAC,"10th of Ramadan City, Sharqia",Posted 1 month ago,144,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Manufacturing/Production,"['Production', 'Manufacturing', 'Chemistry', 'Mechanical Engineering', 'Industrial', 'Engineering']"
Warehouse Officer,Full Time,On-site,الهنا و الحياه تكستايلز,"Sharqia, Egypt",Posted 11 days ago,17,2 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,7000 To 10000 EGP Per Month,Administration,"['Microsoft Office', 'inventory', 'Supply Chain', 'Warehouse', 'Warehousing', 'Logistics', 'Management']"
Chief Accountant (Real Estate),Full Time,On-site,,"New Cairo, Cairo",Posted 23 days ago,206,1 open position,7 To 15 Years,Manager,Bachelor'S Degree,Male,Accounting/Finance,"['Accounting', 'Finance', 'Financial Management', 'Financial Analysis', 'Real Estate', 'Hospitality', 'Microsoft Office', 'Microsoft Excel', 'CPA', 'CMA', 'English']"
Technical Support & system Admin,Full Time,On-site,ICON Holding,"Maadi, Cairo",Posted 21 days ago,184,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Installation/Maintenance/Repair,"['Information Technology (IT)', 'IT', 'CCNA', 'Communication skills', 'Computer Science', 'Networking', 'Software', 'Technical Support', 'Troubleshooting', 'Engineering']"
Telesales Agent,Full Time,On-site,Ultatel,"Cairo, Egypt",Posted 1 month ago,25,40 open positions,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"417 To 717 USD Per Month, Business Developer Representatives For An Appointment Setter, US Account In Cairo, Maadi, Immediate Hiring. Fixed Shifts: From 3:30 PM Till 12:30 AM. Fixed Days Off: Saturday And Sunday.",Sales/Retail,"['Customer Service', 'Cold Calling', 'English', 'sales skills', 'Sales', 'Telesales', 'appointment setter']"
Reel creator,Full Time,On-site,Tetavara,"Cairo, Egypt",Posted 2 months ago,17,2 open positions,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,4000 To 7000 EGP Per Month,Creative/Design/Art,"['reel', 'Video Editing', 'reel creator', 'Videography', 'Photography']"
Sr. Mechanical Maintenance Engineer,Full Time,On-site,National Pipe Company,"10th of Ramadan City, Cairo",Posted 13 days ago,76,1 open position,5 To 8 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['Engineering', 'Mechanical Engineering', 'Maintenance']"
Real Estate Sales (Fresh Grads & Undergrads),Full Time,On-site,The Address Investments for Real Estate Consultancy,"New Cairo, Cairo",Posted 27 days ago,17,100 open positions,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commission Based",Sales/Retail,"['Real Estate', 'Sales', 'sales skills', 'Sales Target', 'Real Estate Sales', 'Brokerage', 'Property Sales']"
Credit Analyst,Full Time,On-site,CXDA,"Heliopolis, Cairo",Posted 17 days ago,41,3 open positions,More Than 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['credit', 'Financial Analysis', 'Finance', 'English', 'Accounting', 'Financial Statements', 'Ratios', 'Fintech', 'Credit Ratings', 'Credit Metrics', 'Credit Analytics', 'SME', 'SMEs', 'B2B', 'SME Credit', 'SMEs Credit', 'Credit Analysis', 'Credit Risk', 'Finance Analysis', 'Financial Modeling', 'Credit Course', '', '']"
Mechanical BIM Design Engineer,Full Time,On-site,ADC-Architecture&Design Consultants,"Sheikh Zayed, Giza",Posted 2 months ago,27,2 open positions,0 To 3 Years,Experienced (Non-Manager),Not Specified,"Confidential, 1- Competitive Monthly Net Salary, 2- Benefits & Incentives Annual Bonus, Medical Insurance, Social Insurance 3- Collaborative And Supportive Work Environment That Fosters Creativity And Innovation",Engineering - Mechanical/Electrical,"['Design', 'design engineer', 'Engineering', 'engineer', 'Mechanical Design', 'Mechanical Engineering', 'Mechanical']"
Quality and packing Engineer,Full Time,On-site,Kandil Glass,"Sharqia, Egypt",Posted 1 month ago,24,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Quality,"['Engineering', 'Industrial Engineering', 'Quality engineer', 'Quality Control', 'Six Sigma']"
Mechanical Engineer,Full Time,On-site,ATRIC Developments,"Heliopolis, Cairo",Posted 2 months ago,10,1 open position,4 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Other,"['Mechanical Engineering', 'Engineering']"
Mechanical Technical Office Engineer,Full Time,Hybrid,fame for trading and contracting co.,"Agouza, Giza",Posted 27 days ago,36,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Social & Medical Insurance 40h/Week",Engineering - Mechanical/Electrical,"['AutoCAD', 'Communication skills', 'Construction', 'Engineering', 'Microsoft Office', 'Communication', 'Technical Office', 'Mechanical Engineering', 'technical']"
Marketing Manager,Full Time,On-site,Noor Dubai,"Giza, Egypt",Posted 2 months ago,116,1 open position,5 To 20 Years,Manager,Not Specified,Confidential,Marketing/PR/Advertising,"['Online Marketing', 'media', 'Marketing', 'Social Media', 'Management', 'Sales']"
Sr. Quality Assurance Specialist (Chemical Background),Full Time,On-site,Floortec,"6th of October, Giza",Posted 14 days ago,77,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Males Preferred,Quality,"['ISO 9001', 'Chemistry', 'ISO', 'Quality Assurance', 'Analysis', 'ISO 14001', 'iso 45001', 'Odoo', 'chemical', 'Chemical Engineering', 'Standard Operating Procedures', 'SOPS', 'Process Validation', 'Quality Auditing', 'Compliance Monitoring', 'Continuous Improvement', 'Root Cause Analysis', '', '', '', '', '', '', '']"
Client Advisor On Travelling,Full Time,On-site,DWG,"Nasr City, Cairo",Posted 16 days ago,26,4 open positions,0 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Administration,"['Microsoft', 'excel', 'English', 'Microsoft Excel', 'Client Relations', 'Customer Care', 'Microsoft Office', 'Call Center', 'Communication', 'Communication skills', 'Customer Service', 'Customer Support', 'Travel']"
BIM Interior Design Engineer,Full Time,On-site,Vasimos Design and Engineering Centre,"New Cairo, Cairo",Posted 2 months ago,37,1 open position,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Attractive Salary Paid In USD",Engineering - Construction/Civil/Architecture,"['Interior Design', 'BIM', 'Revit', 'Design', 'Interior', 'Engineering', 'Architecture', 'AutoCAD', 'Communication', 'English']"
Mid-Level Full Stack Developer (.NET Core/Angular),Full Time,On-site,ENCOODERS TECHNOLOGIES,"Nasr City, Cairo",Posted 2 months ago,109,2 open positions,3 To 5 Years,Experienced (Non-Manager),Not Specified,"Confidential, Social Insurance & Medical Insurance",IT/Software Development,"['.Net', 'Angular', 'Full Stack Development', 'Software', 'Software Development', 'ASP.Net']"
Customer Liaison Engineer,Full Time,On-site,Methode Electronics Egypt,"Nasr City, Cairo",Posted 19 days ago,11,1 open position,1 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Manufacturing/Production,"['Communication', 'Automotive', 'Communication skills', 'Customer Support', 'Electrical', 'Engineering', 'Management', 'Mechatronics']"
HR Associate,Full Time,On-site,Cow Gifts,"New Cairo, Cairo",Posted 11 days ago,64,1 open position,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Administration,"['Administration', 'organization skills', 'Admin', 'HR', 'Office management', 'office', 'Microsoft Office', 'PMP', 'Human Resources (HR)', 'Recruitment']"
Sales Specialist,Full Time,On-site,Life Chemicals Group,"Heliopolis, Cairo",Posted 2 months ago,12,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, + Commission",Business Development,"['Sales', 'sales skills', 'Sales Target', 'Marketing', 'Customer Service', 'Software', 'Experience', 'Outdoor', 'Research', 'Sales Executive']"
